power_W,E2g_split,A1g_center,A1g_norm,E2g_norm,Si_area,E2g_split_std,n,PL_area,PL_lambda,PL_rel
0,2.046175975312906,404.3611562625033,0.4951720468908936,0.3151295355376508,15355.319664602848,,1,13898.557083448697,673.524842948599,1.0
10,1.9977502463546557,404.98273607551863,0.3232408152265944,0.2024900053226907,15624.327079123608,,1,4906.551225963577,670.285384831594,0.3530259433770011
20,2.3111930743011158,404.8481302077635,0.3132716082853692,0.19822013148373024,15814.611978205388,,1,1739.6884748643452,682.657166108817,0.12517043779573916
30,2.7836794702592442,404.9161516295605,0.295489712323583,0.18959338828956215,14714.28968796071,,1,1133.7380916129746,681.204294385779,0.08157235926045182
40,5.670971812687014,404.7508679722193,0.26007632184745455,0.17141545673739855,14729.293000611468,,1,1059.7339978285008,685.560899512272,0.07624777100714294
50,9.991515320614269,404.30799728183456,0.32148119003026643,0.18376815874377683,14339.130893153568,0.23674307547035506,2,208.5073721517311,682.499765492859,0.015002087691537073
60,9.952990206264664,405.93745069938024,0.1548476040126959,0.07145628509960644,14922.98108606705,0.5095353691360129,3,4.741943708281086,680.073811803839,0.0003411824464805847
70,9.575767085818768,405.17569840477586,0.16423956720366434,0.05968369913663322,14261.069617075122,,1,14.103577053895382,672.071541299059,0.0010147511694354832
