power_W,E2g_split,A1g_cen,sep,A1g_FWHM,A1g_amp,ratio,n,split_sd,A1g_cen_sd,PL_area,PL_lambda,PL_rel
0,1.8326534335943165,404.71092914721464,20.07434880316805,7.307166793436507,122.49770506537537,1.9409097512585691,1,,,14158.700800189104,680.885338880104,1.0
10,1.8910587784479276,404.3751932916548,18.762468963490846,6.132156371657933,90.37660784992032,2.1747484387172085,1,,,20364.414455818147,679.6304052642824,1.438296828445316
30,1.8833592802608905,405.6159712932617,21.33180106030926,5.9921609304849435,149.21971066375002,1.9511700330780524,1,,,7825.402988843738,687.575836250249,0.5526921642937198
50,2.057207340810862,405.11089705367044,20.860147564917042,5.649230482193654,117.96622910472125,2.0617414341589417,1,,,5342.336010765079,687.579829116393,0.3773182360555091
70,3.6054027442011147,404.76755206213744,23.4115073591924,6.851885074457355,105.7124515798758,1.5900237912814226,1,,,3276.170430529079,687.338102697277,0.23138919854040016
80,6.053680106244656,408.90829527674174,30.43386443389994,10.187477788213192,37.801278194871,1.9185472551402227,1,,,693.6245313538511,694.501915540826,0.04898927812250874
90,6.705017120878878,409.0570934193535,31.227920366063344,8.09397070678745,42.13332846927321,2.3153295977483914,4,1.3416323621240234,2.2737534230309024,217.18963696471337,688.2890146743063,0.015339658633213902
